iteration,best_cost,best_vehicle_num,time_elapsed,avg_cost,current_iter_best,best_path
0,775.6252223143143,13,0.5835316181182861,948.5317120907248,775.6252223143143,"[0, 12, 3, 24, 25, 0, 15, 0, 6, 13, 0, 7, 0, 18, 0, 5, 17, 0, 10, 1, 0, 23, 22, 4, 0, 2, 21, 0, 11, 19, 0, 14, 16, 0, 9, 20, 0, 8, 0]"
1,775.6252223143143,13,1.0481152534484863,897.4377058994589,779.3043495053098,"[0, 12, 3, 24, 25, 0, 15, 0, 6, 13, 0, 7, 0, 18, 0, 5, 17, 0, 10, 1, 0, 23, 22, 4, 0, 2, 21, 0, 11, 19, 0, 14, 16, 0, 9, 20, 0, 8, 0]"
2,764.5697660480939,12,1.441884994506836,823.40736338383,764.5697660480939,"[0, 5, 17, 0, 18, 6, 13, 0, 12, 3, 24, 25, 0, 2, 21, 4, 0, 23, 22, 0, 10, 1, 0, 8, 0, 7, 0, 15, 0, 14, 16, 0, 9, 20, 0, 11, 19, 0]"
3,677.6176986711635,10,1.7269837856292725,790.8210749998619,677.6176986711635,"[0, 12, 3, 24, 25, 0, 5, 17, 0, 14, 16, 13, 0, 18, 6, 0, 11, 19, 10, 1, 0, 15, 0, 7, 8, 0, 23, 22, 4, 0, 9, 20, 0, 2, 21, 0]"
4,677.6176986711635,10,2.093748092651367,787.6182205869379,686.8035899762898,"[0, 12, 3, 24, 25, 0, 5, 17, 0, 14, 16, 13, 0, 18, 6, 0, 11, 19, 10, 1, 0, 15, 0, 7, 8, 0, 23, 22, 4, 0, 9, 20, 0, 2, 21, 0]"
5,674.2530928002975,10,2.398958444595337,742.941368796801,674.2530928002975,"[0, 12, 3, 24, 25, 0, 18, 6, 13, 0, 9, 20, 1, 0, 7, 8, 0, 14, 16, 17, 0, 5, 0, 2, 21, 4, 0, 23, 22, 0, 15, 0, 11, 19, 10, 0]"
6,660.9351611767404,9,2.65578293800354,747.1977123390409,660.9351611767404,"[0, 14, 16, 17, 0, 23, 22, 4, 0, 2, 21, 25, 0, 9, 20, 1, 0, 15, 6, 13, 0, 7, 8, 0, 12, 3, 24, 0, 5, 18, 0, 11, 19, 10, 0]"
7,660.9351611767404,9,2.905029058456421,731.0863024114427,682.0476579416681,"[0, 14, 16, 17, 0, 23, 22, 4, 0, 2, 21, 25, 0, 9, 20, 1, 0, 15, 6, 13, 0, 7, 8, 0, 12, 3, 24, 0, 5, 18, 0, 11, 19, 10, 0]"
8,648.7188495886819,9,3.355544090270996,747.7516561476541,648.7188495886819,"[0, 15, 6, 13, 0, 9, 20, 1, 0, 2, 21, 4, 0, 12, 3, 24, 25, 0, 11, 19, 10, 0, 14, 16, 17, 0, 7, 8, 0, 5, 18, 0, 23, 22, 0]"
9,648.7188495886819,9,3.8414604663848877,724.9662918333537,653.0398893647009,"[0, 15, 6, 13, 0, 9, 20, 1, 0, 2, 21, 4, 0, 12, 3, 24, 25, 0, 11, 19, 10, 0, 14, 16, 17, 0, 7, 8, 0, 5, 18, 0, 23, 22, 0]"
10,648.7188495886819,9,4.2342753410339355,719.8583628417903,659.5644536731335,"[0, 15, 6, 13, 0, 9, 20, 1, 0, 2, 21, 4, 0, 12, 3, 24, 25, 0, 11, 19, 10, 0, 14, 16, 17, 0, 7, 8, 0, 5, 18, 0, 23, 22, 0]"
11,648.7188495886819,9,4.626542091369629,724.8753889443204,653.9104553060351,"[0, 15, 6, 13, 0, 9, 20, 1, 0, 2, 21, 4, 0, 12, 3, 24, 25, 0, 11, 19, 10, 0, 14, 16, 17, 0, 7, 8, 0, 5, 18, 0, 23, 22, 0]"
12,648.7188495886819,9,5.055010795593262,718.1031920522064,649.4421899415977,"[0, 15, 6, 13, 0, 9, 20, 1, 0, 2, 21, 4, 0, 12, 3, 24, 25, 0, 11, 19, 10, 0, 14, 16, 17, 0, 7, 8, 0, 5, 18, 0, 23, 22, 0]"
13,648.7188495886819,9,5.4696197509765625,706.9090254272267,654.6605146259643,"[0, 15, 6, 13, 0, 9, 20, 1, 0, 2, 21, 4, 0, 12, 3, 24, 25, 0, 11, 19, 10, 0, 14, 16, 17, 0, 7, 8, 0, 5, 18, 0, 23, 22, 0]"
14,648.7188495886819,9,5.876645803451538,703.2528332101983,649.006516258866,"[0, 15, 6, 13, 0, 9, 20, 1, 0, 2, 21, 4, 0, 12, 3, 24, 25, 0, 11, 19, 10, 0, 14, 16, 17, 0, 7, 8, 0, 5, 18, 0, 23, 22, 0]"
15,648.7188495886819,9,6.428635358810425,697.201495649442,649.006516258866,"[0, 15, 6, 13, 0, 9, 20, 1, 0, 2, 21, 4, 0, 12, 3, 24, 25, 0, 11, 19, 10, 0, 14, 16, 17, 0, 7, 8, 0, 5, 18, 0, 23, 22, 0]"
16,644.2505842242447,9,6.856501340866089,679.9935351190827,644.2505842242447,"[0, 9, 20, 1, 0, 12, 3, 24, 25, 0, 23, 22, 4, 0, 5, 18, 6, 13, 0, 14, 16, 17, 0, 2, 21, 0, 15, 0, 7, 8, 0, 11, 19, 10, 0]"
17,644.2505842242447,9,7.321297883987427,703.261785960791,654.1981219762193,"[0, 9, 20, 1, 0, 12, 3, 24, 25, 0, 23, 22, 4, 0, 5, 18, 6, 13, 0, 14, 16, 17, 0, 2, 21, 0, 15, 0, 7, 8, 0, 11, 19, 10, 0]"
18,644.2505842242447,9,7.734129190444946,684.5020455398804,651.3350939407533,"[0, 9, 20, 1, 0, 12, 3, 24, 25, 0, 23, 22, 4, 0, 5, 18, 6, 13, 0, 14, 16, 17, 0, 2, 21, 0, 15, 0, 7, 8, 0, 11, 19, 10, 0]"
19,644.2505842242447,9,8.110187292098999,689.2227162690667,648.7188495886819,"[0, 9, 20, 1, 0, 12, 3, 24, 25, 0, 23, 22, 4, 0, 5, 18, 6, 13, 0, 14, 16, 17, 0, 2, 21, 0, 15, 0, 7, 8, 0, 11, 19, 10, 0]"
20,644.2505842242444,9,8.453096389770508,689.726637552805,644.2505842242444,"[0, 9, 20, 1, 0, 23, 22, 4, 25, 0, 5, 18, 6, 13, 0, 12, 3, 24, 0, 11, 19, 10, 0, 15, 0, 2, 21, 0, 14, 16, 17, 0, 7, 8, 0]"
