iteration,best_cost,best_vehicle_num,time_elapsed,avg_cost,current_iter_best,best_path
0,1681.0204593701806,27,0.6820242404937744,1933.6249594229034,1681.0204593701806,"[0, 28, 24, 25, 0, 12, 3, 0, 27, 1, 0, 32, 0, 5, 6, 13, 0, 50, 0, 26, 0, 15, 22, 0, 8, 46, 48, 0, 29, 34, 35, 0, 40, 37, 17, 0, 21, 4, 0, 18, 0, 33, 10, 0, 7, 0, 2, 0, 31, 20, 0, 30, 0, 11, 19, 49, 0, 39, 23, 41, 43, 0, 16, 0, 44, 0, 42, 0, 14, 38, 0, 36, 47, 0, 9, 0, 45, 0]"
1,1527.0479860493729,23,1.252887487411499,1702.7443376106326,1527.0479860493729,"[0, 27, 1, 0, 28, 26, 0, 11, 19, 48, 0, 42, 37, 17, 0, 40, 35, 0, 8, 46, 0, 5, 6, 13, 0, 3, 0, 18, 0, 45, 0, 31, 20, 32, 0, 12, 9, 34, 0, 15, 22, 0, 50, 0, 21, 4, 0, 2, 41, 43, 0, 44, 38, 0, 7, 10, 0, 14, 16, 0, 30, 0, 39, 23, 25, 0, 36, 47, 49, 0, 33, 29, 24, 0]"
2,1448.741500879796,21,1.7568013668060303,1585.4669823046124,1448.741500879796,"[0, 27, 1, 0, 5, 6, 37, 17, 0, 21, 50, 0, 28, 26, 0, 31, 20, 32, 0, 40, 13, 0, 14, 16, 0, 29, 24, 25, 0, 12, 3, 0, 2, 41, 0, 42, 43, 0, 11, 48, 0, 45, 8, 46, 0, 18, 10, 0, 15, 22, 0, 7, 0, 33, 9, 34, 35, 0, 30, 49, 0, 44, 38, 0, 39, 23, 4, 0, 36, 47, 19, 0]"
3,1419.6622195982998,21,2.2366533279418945,1530.8505870338747,1419.6622195982998,"[0, 40, 26, 4, 25, 0, 27, 10, 0, 21, 22, 0, 6, 13, 0, 28, 12, 50, 0, 45, 8, 46, 48, 0, 15, 43, 0, 2, 41, 0, 30, 20, 32, 0, 18, 0, 39, 23, 0, 31, 1, 0, 7, 17, 0, 42, 37, 0, 33, 9, 34, 35, 0, 44, 38, 0, 5, 3, 0, 29, 24, 0, 14, 16, 0, 11, 19, 49, 0, 36, 47, 0]"
4,1365.1996209070708,19,3.3600077629089355,1475.3627358249237,1365.1996209070708,"[0, 27, 0, 50, 1, 0, 28, 26, 4, 25, 0, 8, 46, 48, 0, 40, 13, 0, 12, 3, 24, 0, 5, 6, 37, 17, 0, 14, 16, 0, 39, 23, 41, 0, 45, 7, 0, 2, 18, 10, 32, 0, 36, 47, 49, 0, 31, 30, 20, 0, 11, 19, 0, 21, 22, 43, 0, 33, 9, 34, 35, 0, 42, 44, 38, 0, 29, 0, 15, 0]"
5,1360.881937822574,20,4.318110227584839,1482.5375117572107,1360.881937822574,"[0, 40, 13, 0, 27, 1, 0, 28, 26, 4, 25, 0, 21, 22, 0, 7, 10, 32, 0, 5, 6, 37, 0, 29, 24, 0, 50, 0, 45, 8, 46, 48, 0, 18, 17, 0, 12, 3, 0, 15, 43, 0, 11, 19, 49, 0, 36, 47, 0, 31, 30, 20, 0, 14, 16, 0, 42, 2, 41, 0, 33, 9, 34, 35, 0, 39, 23, 0, 44, 38, 0]"
6,1360.881937822574,20,5.345402956008911,1480.5422148449672,1409.6729469223767,"[0, 40, 13, 0, 27, 1, 0, 28, 26, 4, 25, 0, 21, 22, 0, 7, 10, 32, 0, 5, 6, 37, 0, 29, 24, 0, 50, 0, 45, 8, 46, 48, 0, 18, 17, 0, 12, 3, 0, 15, 43, 0, 11, 19, 49, 0, 36, 47, 0, 31, 30, 20, 0, 14, 16, 0, 42, 2, 41, 0, 33, 9, 34, 35, 0, 39, 23, 0, 44, 38, 0]"
7,1333.6784612167608,20,6.261561632156372,1431.7005164278412,1333.6784612167608,"[0, 39, 23, 41, 0, 27, 1, 0, 18, 17, 0, 28, 26, 4, 25, 0, 40, 13, 0, 11, 19, 49, 48, 0, 5, 6, 37, 0, 50, 0, 42, 2, 0, 33, 9, 34, 35, 0, 21, 22, 0, 7, 10, 32, 0, 36, 47, 46, 0, 15, 43, 0, 45, 8, 0, 31, 30, 20, 0, 29, 24, 0, 44, 38, 0, 14, 16, 0, 12, 3, 0]"
8,1333.6784612167608,20,7.204176187515259,1447.1891080528462,1363.9345313982437,"[0, 39, 23, 41, 0, 27, 1, 0, 18, 17, 0, 28, 26, 4, 25, 0, 40, 13, 0, 11, 19, 49, 48, 0, 5, 6, 37, 0, 50, 0, 42, 2, 0, 33, 9, 34, 35, 0, 21, 22, 0, 7, 10, 32, 0, 36, 47, 46, 0, 15, 43, 0, 45, 8, 0, 31, 30, 20, 0, 29, 24, 0, 44, 38, 0, 14, 16, 0, 12, 3, 0]"
9,1333.6784612167608,20,8.112281322479248,1444.7798092012622,1340.6785464540592,"[0, 39, 23, 41, 0, 27, 1, 0, 18, 17, 0, 28, 26, 4, 25, 0, 40, 13, 0, 11, 19, 49, 48, 0, 5, 6, 37, 0, 50, 0, 42, 2, 0, 33, 9, 34, 35, 0, 21, 22, 0, 7, 10, 32, 0, 36, 47, 46, 0, 15, 43, 0, 45, 8, 0, 31, 30, 20, 0, 29, 24, 0, 44, 38, 0, 14, 16, 0, 12, 3, 0]"
