iteration,best_cost,best_vehicle_num,time_elapsed,avg_cost,current_iter_best
0,112518.33689445628,334,14.201981782913208,117774.43862851904,112518.33689445628
1,95569.0826197321,279,27.011247158050537,98295.67388943791,95569.0826197321
2,87747.41145141107,249,39.77915048599243,90381.76087573,87747.41145141107
3,82094.73632727686,240,51.72804665565491,85276.28831914629,82094.73632727686
4,76847.56899748102,225,63.53585624694824,81466.01518294006,76847.56899748102
5,73559.43520491097,213,75.721111536026,78979.60775854468,73559.43520491097
6,73481.76214333912,209,87.47692680358887,76749.46570131098,73481.76214333912
7,71612.05740980631,203,98.76687693595886,74507.11182329086,71612.05740980631
8,71198.71795272843,195,110.76669144630432,74178.38197997912,71198.71795272843
9,69874.08615104927,195,122.0084867477417,72744.31098995777,69874.08615104927
10,68268.40008659787,186,134.25723314285278,71529.37032101172,68268.40008659787
11,66177.48315606246,184,144.19151329994202,70230.78276873982,66177.48315606246
12,65562.78142520066,175,156.11273956298828,70216.08791560664,65562.78142520066
13,64252.294068690506,177,169.30025029182434,68438.17390150236,64252.294068690506
14,64252.294068690506,177,180.4563000202179,68375.42333410063,66723.14456958346
15,62099.75696578813,166,191.68665266036987,67891.6041395058,62099.75696578813
16,62099.75696578813,166,203.16941833496094,66791.34028738836,64356.26557522259
17,62099.75696578813,166,214.7376880645752,66431.58215132052,64502.12481110187
18,62099.75696578813,166,226.04410314559937,65789.4702090658,63049.814585204556
19,62099.75696578813,166,237.7978184223175,65559.97604941159,63472.03115967669
20,62099.75696578813,166,249.19990801811218,65076.93134132703,62325.29721080946
21,62099.75696578813,166,259.97884130477905,64987.061612262405,62142.7388583692
22,62099.75696578813,166,271.11731576919556,65185.367673505934,62519.34541172476
23,61167.10031971453,164,281.5132145881653,64371.872539859345,61167.10031971453
24,61167.10031971453,164,293.4745717048645,63493.86832078899,61541.52593536653
25,60478.09499180284,161,305.0336034297943,63767.931531066715,60478.09499180284
26,60478.09499180284,161,315.54531598091125,62916.66499128037,60953.8639515216
27,60478.09499180284,161,325.7213282585144,62941.98307508269,60704.212956475996
28,60478.09499180284,161,335.95830845832825,63046.73466758026,60568.77868925363
29,59758.74595561903,158,346.06210064888,62547.839536282525,59758.74595561903
30,59459.7665400069,158,356.0788276195526,62538.69125208679,59459.7665400069
31,59459.7665400069,158,366.6206524372101,62298.2951474895,60103.63444263658
32,59459.7665400069,158,376.4308729171753,62291.87084399381,59704.670450305115
33,58449.905248440315,155,386.2183356285095,61511.54609059447,58449.905248440315
34,58449.905248440315,155,396.1254119873047,61348.45671070693,59171.168091868494
35,58449.905248440315,155,406.0272216796875,61089.947942649924,58708.53227853849
36,58449.905248440315,155,415.91239762306213,61235.873990628366,59415.55402695434
37,58449.905248440315,155,425.9524209499359,61041.61839995837,59670.234533652896
38,57916.56514316205,152,436.4362835884094,60432.141042220836,57916.56514316205
39,57916.56514316205,152,446.8295600414276,60557.67845332531,58125.170763983704
40,57340.40298339383,151,456.94804668426514,60289.98762548624,57340.40298339383
41,57050.334730475195,149,466.7775185108185,60435.275740808735,57050.334730475195
42,57050.334730475195,149,476.48087525367737,60479.04204496865,57988.29574690272
43,57050.334730475195,149,486.27674674987793,60588.79744089294,58482.48983875929
44,57050.334730475195,149,496.30424332618713,60171.459213297945,57235.52583369529
45,57050.334730475195,149,506.0838849544525,59621.23073004988,57307.61597532628
46,57050.334730475195,149,516.222571849823,59831.43280700363,57384.52707286307
47,56183.65374851559,144,525.9704813957214,59199.577883831764,56183.65374851559
48,56183.65374851559,144,535.7184319496155,59357.46138945293,57719.60633219736
49,56183.65374851559,144,546.0940289497375,59394.9629863129,56500.69407278584
50,56183.65374851559,144,555.9148876667023,59341.48592175233,56496.56559510503
51,56183.65374851559,144,565.8983585834503,59489.070167425474,57620.12437600679
52,56183.65374851559,144,575.5617022514343,58921.4697961706,56970.398026716546
53,56183.65374851559,144,585.2931060791016,59053.37977125631,57490.19619398036
54,56183.65374851559,144,594.9240577220917,59039.228667896765,57888.229930101166
55,56183.65374851559,144,604.8371603488922,58740.555553906095,56834.425171256524
56,56183.65374851559,144,614.4774446487427,58523.957753590505,57132.31446710857
57,56183.65374851559,144,624.3242962360382,58375.047598329744,56602.040088380854
58,56183.65374851559,144,634.2771668434143,58671.49303230371,56444.24106841516
59,56035.88379289675,144,643.9474701881409,58415.78660043374,56035.88379289675
60,56035.88379289675,144,653.728729724884,58377.06215177373,56607.94347780102
61,55482.68456857663,144,663.5637686252594,58148.8431422217,55482.68456857663
62,55482.68456857663,144,673.727801322937,58512.387268840845,56570.441823167595
63,55482.68456857663,144,683.3370888233185,58036.18099312878,56485.49869234305
64,55482.68456857663,144,693.6031606197357,58697.47108015775,57480.15242792979
65,55482.68456857663,144,703.3711395263672,58491.14127804818,56046.703708421075
66,55482.68456857663,144,712.9478933811188,58101.91333399659,55722.65589954032
67,55482.68456857663,144,722.5691480636597,57805.56418012125,56102.77498273558
68,55482.68456857663,144,732.3890097141266,57771.01922708268,56075.29656788786
69,55482.68456857663,144,742.1874256134033,57957.98091279777,55924.255135581545
70,55482.68456857663,144,751.8442251682281,58063.44139501051,56212.007483599824
71,55431.053115257884,141,762.2175762653351,57451.2636074436,55431.053115257884
72,55431.053115257884,141,772.1394803524017,57698.33291124726,56049.12513434878
73,55431.053115257884,141,782.643061876297,57908.79039940991,55997.40584460144
74,55431.053115257884,141,792.7039358615875,57458.62457369261,55916.38696897728
75,55431.053115257884,141,802.4250047206879,57515.33080312279,55562.463142429246
76,55431.053115257884,141,812.4822382926941,57249.95626115492,55700.74200202583
77,54590.032794900886,141,822.476644039154,57466.840804063235,54590.032794900886
78,54590.032794900886,141,832.4303398132324,57425.869109811916,55902.78421861498
79,54590.032794900886,141,841.9782841205597,57621.79930613076,55841.818732683314
80,54590.032794900886,141,851.5794296264648,57717.78641819735,54733.299783448805
81,54590.032794900886,141,861.3003396987915,57323.84289069918,55926.1393737012
82,54590.032794900886,141,870.9847185611725,57594.6721041064,56258.138835965445
83,54590.032794900886,141,880.6828515529633,57432.25881179507,55172.605279156815
84,54590.032794900886,141,890.6970245838165,57831.726136600555,56506.68160106156
85,54590.032794900886,141,900.4640557765961,57049.41933119557,55266.652808550585
86,54590.032794900886,141,910.2712593078613,57092.66820189499,55674.8332530874
87,54590.032794900886,141,919.9341406822205,57224.551547541385,55405.70719859105
88,54590.032794900886,141,929.5492122173309,56923.61662516105,55424.22339239596
89,54590.032794900886,141,939.5023715496063,57375.34075261125,54903.14950476768
90,54590.032794900886,141,949.0350377559662,57232.66638224566,55221.798152679
91,54590.032794900886,141,958.9552693367004,57172.56265099393,55482.70431014581
92,54375.19324309614,141,968.4380416870117,56489.18698574601,54375.19324309614
93,54375.19324309614,141,977.9826402664185,56508.52251317089,55282.1440196668
94,54375.19324309614,141,987.5511062145233,56821.39273419388,54822.127230241254
95,54375.19324309614,141,997.1169419288635,56479.96890273987,55361.19926245333
96,54375.19324309614,141,1006.9168267250061,56804.053304348876,54917.24138404138
97,54375.19324309614,141,1016.903647184372,56696.12315655834,54536.56065714708
98,54375.19324309614,141,1027.1581234931946,56504.505723502465,55270.48435893623
99,54008.292519397546,140,1037.9744381904602,56307.08655119146,54008.292519397546
100,54008.292519397546,140,1048.4281959533691,56050.748493422834,54394.70185843125
101,54008.292519397546,140,1058.0295333862305,56246.9945053855,54984.76690028462
102,53768.562165916665,136,1067.7204310894012,56634.60920030349,53768.562165916665
103,53430.236646628044,136,1077.385486125946,55970.042392553005,53430.236646628044
104,53430.236646628044,136,1087.1881856918335,56188.69955637772,54719.74838232474
105,53430.236646628044,136,1096.7306339740753,55707.732221385195,53480.644182074306
106,53391.310995759,135,1106.2341113090515,55644.11090237013,53391.310995759
107,53391.310995759,135,1115.996676683426,55836.17992279805,54259.63184594376
108,53391.310995759,135,1125.5642666816711,55629.32059146152,54491.944709969626
109,53391.310995759,135,1135.1235954761505,55512.267037278056,54478.696710527045
110,53140.8195140937,134,1144.7450275421143,55157.70540389263,53140.8195140937
111,53140.8195140937,134,1154.5544111728668,55366.992642250305,53700.012608888486
112,53140.8195140937,134,1164.136004447937,55287.47728230616,53247.449716265764
113,53140.8195140937,134,1173.6054346561432,54819.90275762517,53514.00463875307
114,53140.8195140937,134,1183.0445790290833,55185.57783334019,53606.988177067156
115,53140.8195140937,134,1193.3625102043152,55109.772479446125,53337.33424446362
116,53140.8195140937,134,1202.9239675998688,54926.24444800171,53330.53152972599
117,52500.497015268484,128,1212.4089632034302,54809.632358395786,52500.497015268484
118,52500.497015268484,128,1222.2144522666931,55133.77260655289,53110.97630904758
119,52500.497015268484,128,1231.7595570087433,54943.74300396241,53002.42445156765
120,52500.497015268484,128,1237.4655730724335,54500.22617802848,53215.454077511444
121,52500.497015268484,128,1244.841163635254,54364.03499761251,53071.55678941815
122,52500.497015268484,128,1254.7483508586884,54528.93872885355,52734.28151089645
123,52500.497015268484,128,1264.6292307376862,54476.08296083154,52583.87608288593
124,51540.73720127264,130,1272.7252066135406,54080.64558101188,51540.73720127264
125,51540.73720127264,130,1277.4960622787476,54079.95633145866,52732.63509757471
126,51540.73720127264,130,1287.4982402324677,54177.19248009974,52501.6391628934
127,51540.73720127264,130,1297.0454065799713,54090.081691378065,51714.285873043314
128,51540.73720127264,130,1306.9049155712128,54217.76992236385,52163.68455356615
129,51540.73720127264,130,1316.7212991714478,54349.87492421181,52645.67667663742
130,51540.73720127264,130,1326.315716266632,53754.09085372974,51929.30963729724
131,51540.73720127264,130,1336.6003348827362,53647.51566284311,51971.43413045122
132,51540.73720127264,130,1346.5475838184357,53795.89602198128,52328.91681601497
133,51540.73720127264,130,1356.5536773204803,54187.132473765654,52436.96764505991
134,51540.73720127264,130,1365.9775793552399,53522.201515685985,52163.92461022299
135,51540.73720127264,130,1370.8532066345215,53555.09004126084,51822.84477125126
136,51484.32291738267,128,1378.2468521595001,53637.327969637445,51484.32291738267
137,51480.2838342446,127,1390.355777978897,53449.84958932132,51480.2838342446
138,51480.2838342446,127,1400.2090725898743,53454.686603392955,52392.51584921755
139,51250.523187121136,126,1409.6412584781647,53325.08124884339,51250.523187121136
140,51250.523187121136,126,1419.2782855033875,53162.055456234724,51658.511272735974
141,51250.523187121136,126,1429.5024304389954,53167.06480917686,51286.63744850355
142,50646.80169370165,125,1440.4412198066711,52654.25619733524,50646.80169370165
143,50646.80169370165,125,1450.6072554588318,53167.67132568973,51332.09983294341
144,50646.80169370165,125,1460.8022947311401,53121.67020760211,51314.6437328426
145,50646.80169370165,125,1471.202273607254,52625.306088220284,51200.924759612986
146,50646.80169370165,125,1481.3974616527557,52778.92237233145,51750.79487216904
147,50646.80169370165,125,1491.8541040420532,52883.78409769945,51634.157755627675
148,50646.80169370165,125,1502.031977891922,53056.364442508726,51907.15435515461
149,50646.80169370165,125,1513.201747894287,53299.117069675194,51696.28996667755
150,50646.80169370165,125,1523.1452758312225,52875.3653437656,50848.51869975816
151,50646.80169370165,125,1533.3657426834106,52862.32518343794,51510.317897801106
152,50646.80169370165,125,1543.354392528534,52620.6843477076,51351.106154701716
153,50646.80169370165,125,1553.6200380325317,52925.69037476477,51809.908379162305
154,50646.80169370165,125,1563.6172759532928,52621.29603532921,51158.6437087844
155,50646.80169370165,125,1574.0956690311432,52672.134206106115,51162.01042559035
156,50646.80169370165,125,1584.9062156677246,52764.8272483904,51272.811020460904
