iteration,best_cost,best_vehicle_num,time_elapsed,avg_cost,current_iter_best
0,183161.0279070768,433,12.190656185150146,196850.19850916736,183161.0279070768
1,137731.29775623203,324,23.25348663330078,143530.24266857628,137731.29775623203
2,126311.0709260885,290,32.6465528011322,131656.08571627183,126311.0709260885
3,121291.32260672013,287,41.88464879989624,124804.10919726032,121291.32260672013
4,115203.1140647665,265,50.73148727416992,118911.55020919142,115203.1140647665
5,110509.70564881695,255,58.134342193603516,115720.08335408894,110509.70564881695
6,105803.60741101878,245,65.60832929611206,113230.03924231601,105803.60741101878
7,105775.23138393192,240,72.76265382766724,110259.96989017483,105775.23138393192
8,103889.34916379846,237,80.02137684822083,107579.69560265662,103889.34916379846
9,103889.34916379846,237,88.0396740436554,108029.83314166413,104920.667449777
10,99978.27162528221,231,96.17108392715454,104631.08557623322,99978.27162528221
11,98022.5085076697,225,103.68721151351929,101656.5337595894,98022.5085076697
12,98022.5085076697,225,111.69099259376526,102402.24543228874,98349.82248228489
13,96433.06739976397,219,119.21430134773254,101376.41518942344,96433.06739976397
14,96433.06739976397,219,126.54252195358276,99934.61083718194,97708.18777965328
15,96433.06739976397,219,133.94469261169434,99577.00229187161,97337.83796869234
16,96433.06739976397,219,141.44534707069397,99216.52975051194,97156.14974526495
17,95177.10293760798,215,148.78400993347168,98697.28929367386,95177.10293760798
18,95177.10293760798,215,156.8741056919098,97414.69759324621,95395.51275433718
19,95177.10293760798,215,169.44834446907043,97888.27533536876,95248.01887627687
20,92411.88667511797,205,178.8563220500946,96421.80879415883,92411.88667511797
21,92411.88667511797,205,186.8112998008728,95574.28769321772,92834.48033951939
22,90429.92431400622,204,194.4023232460022,95657.55453311134,90429.92431400622
23,90429.92431400622,204,201.7103238105774,94301.38289984668,91588.83968216306
24,90058.65146602136,196,209.11392498016357,94327.71127764195,90058.65146602136
25,90058.65146602136,196,216.4611599445343,93113.55090666524,90224.30569845879
26,90058.65146602136,196,223.9865734577179,93484.46350437202,91369.96834415758
27,90058.65146602136,196,231.59049248695374,93576.48769892879,90750.09511927517
28,90058.65146602136,196,239.47362208366394,93483.33932850072,90350.76541061627
29,90058.65146602136,196,246.0951828956604,93707.65286629662,91967.76195803414
30,88850.04470282838,201,253.28359651565552,92617.65427730916,88850.04470282838
31,88850.04470282838,201,260.6198010444641,91763.64320950273,89111.4130731058
32,88850.04470282838,201,267.8571391105652,92518.12028327768,89328.18718120703
33,88255.22841837321,192,274.7445435523987,91904.95362372782,88255.22841837321
34,88255.22841837321,192,281.4142165184021,91570.20417349643,88975.94110338265
35,88255.22841837321,192,288.16930079460144,91152.266039944,88864.3606141702
36,88255.22841837321,192,294.89387822151184,91357.98009631362,88567.70576725955
37,88237.48547743136,191,301.4684097766876,91143.74772100529,88237.48547743136
38,87450.48572324059,193,308.1211347579956,89754.659636283,87450.48572324059
39,86647.18389955422,193,314.7568144798279,90160.53559375412,86647.18389955422
40,86647.18389955422,193,321.44701528549194,91049.7131051652,89125.30421650624
41,86647.18389955422,193,328.05761909484863,89918.73379008843,88909.82849212587
42,86647.18389955422,193,334.57185888290405,89734.5846947335,88169.02626361926
43,86647.18389955422,193,341.17113614082336,89881.19231534586,87168.78579923816
44,85623.70669473882,187,347.8474097251892,90017.71324637855,85623.70669473882
45,85623.70669473882,187,354.55358123779297,90008.82720204796,88079.54704913076
46,85623.70669473882,187,361.0652139186859,89173.78006629754,88123.46220164237
47,85623.70669473882,187,367.6319262981415,89615.19566368495,86456.20224363226
48,85623.70669473882,187,374.2788670063019,88506.17118986213,86838.16532402285
49,85623.70669473882,187,381.0213770866394,89463.5102532809,87670.33958175135
50,85623.70669473882,187,387.79616832733154,89573.2770483699,87235.22257631677
51,85623.70669473882,187,394.4496548175812,88738.38679187102,86910.45742626552
52,85623.70669473882,187,400.99126291275024,89228.53201676515,88085.02499334866
53,85623.70669473882,187,407.43134093284607,88904.5501221901,86671.30322390232
54,84277.04021606152,184,413.9754672050476,87309.42876967997,84277.04021606152
55,84277.04021606152,184,420.785263299942,88353.71533119169,85811.03677262526
56,84277.04021606152,184,427.4263861179352,88570.12864411189,85485.9374445121
57,84277.04021606152,184,434.2212178707123,87962.77639943224,86448.76879494068
58,84277.04021606152,184,441.2718622684479,87520.47569316757,86091.54297069833
59,84277.04021606152,184,447.8050887584686,87396.20534116926,85592.17884874709
60,84277.04021606152,184,454.5971510410309,86848.9203419718,84540.77977513024
61,84277.04021606152,184,463.1369426250458,87212.4818063561,85337.69366629762
62,83496.04342349211,180,470.60335755348206,86246.98075752122,83496.04342349211
63,83496.04342349211,180,477.88518714904785,87659.99785232209,85395.50614290165
64,83496.04342349211,180,485.0089554786682,86746.83794681421,84883.70534504323
65,83496.04342349211,180,492.4392695426941,87257.14587752898,85779.03071345083
66,83496.04342349211,180,499.5918278694153,86699.3933714421,84857.02750760845
67,83496.04342349211,180,506.61741876602173,86700.61167808589,84775.61959318291
68,83496.04342349211,180,513.7710497379303,87012.97281356846,84788.85393060776
69,83496.04342349211,180,521.003760099411,86827.50295865432,85083.47714961703
70,83496.04342349211,180,528.0780453681946,85527.63289965726,83527.51134349519
71,83025.94540970905,183,535.5835375785828,85935.07317123868,83025.94540970905
72,83025.94540970905,183,542.7370057106018,85673.59329429836,83088.56591074135
73,83025.94540970905,183,549.7413210868835,85931.9617262829,84198.92210484554
74,82991.9330527353,178,557.2533102035522,85673.90395674862,82991.9330527353
75,82991.9330527353,178,565.0096971988678,86376.22176101754,84078.76990317303
