iteration,best_cost,best_vehicle_num,time_elapsed,avg_cost,current_iter_best,best_path
0,553.4605750177332,7,0.5126347541809082,726.6417602253895,553.4605750177332,"[0, 20, 24, 9, 10, 0, 8, 21, 0, 18, 14, 25, 11, 0, 6, 17, 13, 0, 5, 2, 7, 4, 19, 16, 12, 15, 0, 22, 23, 0, 1, 3, 0]"
1,401.0115956274822,5,0.7940201759338379,623.8656598998721,401.0115956274822,"[0, 14, 12, 17, 13, 25, 11, 10, 8, 21, 0, 7, 4, 0, 5, 2, 23, 18, 19, 16, 15, 9, 0, 1, 3, 0, 20, 22, 24, 6, 0]"
2,401.0115956274822,5,1.0441205501556396,553.8001599099549,407.66683613667414,"[0, 14, 12, 17, 13, 25, 11, 10, 8, 21, 0, 7, 4, 0, 5, 2, 23, 18, 19, 16, 15, 9, 0, 1, 3, 0, 20, 22, 24, 6, 0]"
3,385.7059529463048,3,1.2428321838378906,522.6451601086499,385.7059529463048,"[0, 20, 22, 24, 6, 15, 9, 11, 10, 8, 21, 0, 1, 3, 4, 12, 17, 13, 25, 0, 5, 2, 7, 23, 18, 19, 16, 14, 0]"
4,328.9356370072018,4,1.423729419708252,489.3959658148548,328.9356370072018,"[0, 1, 7, 4, 0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 11, 10, 8, 21, 0, 5, 2, 9, 0, 3, 0]"
5,277.3351061327744,3,1.577091932296753,481.7143686742638,277.3351061327744,"[0, 5, 2, 7, 4, 0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 9, 11, 10, 8, 21, 0, 1, 3, 0]"
6,277.33510613277434,3,1.7286643981933594,426.3003372171776,277.33510613277434,"[0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 9, 11, 10, 8, 21, 0, 5, 2, 7, 4, 0, 1, 3, 0]"
7,274.30688583988893,3,1.920572280883789,347.5732920655355,274.30688583988893,"[0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 9, 11, 10, 8, 21, 0, 1, 3, 4, 0, 5, 2, 7, 0]"
8,274.30688583988893,3,2.045172691345215,383.74904601549366,277.33510613277434,"[0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 9, 11, 10, 8, 21, 0, 1, 3, 4, 0, 5, 2, 7, 0]"
9,274.30688583988893,3,2.1999552249908447,365.2737866408346,277.33510613277434,"[0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 9, 11, 10, 8, 21, 0, 1, 3, 4, 0, 5, 2, 7, 0]"
10,274.30688583988893,3,2.317375421524048,334.2659100338553,274.30688583988893,"[0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 9, 11, 10, 8, 21, 0, 1, 3, 4, 0, 5, 2, 7, 0]"
11,269.0856099533549,3,2.439471483230591,328.65237247481576,269.0856099533549,"[0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 9, 11, 10, 8, 21, 0, 5, 2, 1, 3, 4, 0, 7, 0]"
12,269.0856099533549,3,2.5756683349609375,326.76533934488276,269.0856099533549,"[0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 9, 11, 10, 8, 21, 0, 5, 2, 1, 3, 4, 0, 7, 0]"
13,269.0856099533549,3,2.6860711574554443,312.3268468216128,269.0856099533549,"[0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 9, 11, 10, 8, 21, 0, 5, 2, 1, 3, 4, 0, 7, 0]"
14,269.0856099533549,3,2.8203704357147217,296.1927024127457,269.0856099533549,"[0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 9, 11, 10, 8, 21, 0, 5, 2, 1, 3, 4, 0, 7, 0]"
15,269.0856099533549,3,2.9392249584198,300.3126525409431,269.0856099533549,"[0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 9, 11, 10, 8, 21, 0, 5, 2, 1, 3, 4, 0, 7, 0]"
16,267.5916888293927,3,3.076066017150879,290.76431207649466,267.5916888293927,"[0, 20, 22, 24, 6, 23, 18, 19, 16, 14, 12, 15, 17, 13, 25, 9, 11, 10, 8, 21, 0, 5, 2, 7, 3, 4, 0, 1, 0]"
