iteration,best_cost,best_vehicle_num,time_elapsed,avg_cost,current_iter_best,best_path
0,496.9366721592271,10,0.5411984920501709,608.4819530614119,496.9366721592271,"[0, 24, 22, 21, 0, 10, 0, 20, 23, 0, 11, 4, 1, 0, 8, 6, 0, 5, 3, 7, 9, 2, 0, 25, 0, 16, 14, 12, 0, 13, 15, 0, 17, 18, 19, 0]"
1,410.4106653004902,7,0.8328847885131836,506.3138301652237,410.4106653004902,"[0, 13, 15, 9, 6, 4, 1, 0, 25, 23, 21, 0, 20, 24, 22, 0, 5, 3, 7, 8, 11, 0, 10, 2, 0, 17, 18, 19, 14, 12, 0, 16, 0]"
2,381.44044779068247,8,1.1554036140441895,492.61241850733114,381.44044779068247,"[0, 8, 9, 6, 4, 1, 0, 21, 0, 20, 24, 22, 0, 2, 0, 5, 3, 7, 10, 11, 0, 25, 23, 0, 13, 15, 16, 14, 12, 0, 17, 18, 19, 0]"
3,329.04663161422144,6,1.412106990814209,443.07227704190984,329.04663161422144,"[0, 21, 0, 20, 24, 22, 0, 17, 18, 19, 15, 16, 14, 12, 0, 25, 8, 6, 4, 1, 0, 5, 3, 7, 10, 11, 9, 2, 0, 13, 23, 0]"
4,327.0626526623158,6,1.637559413909912,436.70634263569644,327.0626526623158,"[0, 20, 24, 25, 23, 21, 0, 8, 9, 6, 4, 1, 0, 5, 3, 7, 10, 11, 2, 0, 13, 15, 16, 14, 12, 0, 22, 0, 17, 18, 19, 0]"
5,307.74807705897103,6,1.8816006183624268,391.6158512824865,307.74807705897103,"[0, 5, 3, 7, 8, 6, 4, 1, 0, 21, 0, 20, 24, 25, 23, 22, 0, 17, 18, 19, 15, 16, 14, 12, 2, 0, 13, 11, 9, 0, 10, 0]"
6,307.74807705897103,6,2.0680460929870605,368.1746646422108,316.0803593646557,"[0, 5, 3, 7, 8, 6, 4, 1, 0, 21, 0, 20, 24, 25, 23, 22, 0, 17, 18, 19, 15, 16, 14, 12, 2, 0, 13, 11, 9, 0, 10, 0]"
7,253.3401136452693,5,2.294599771499634,357.20356796560264,253.3401136452693,"[0, 20, 24, 25, 22, 21, 0, 10, 11, 6, 4, 1, 0, 5, 3, 7, 8, 9, 2, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 23, 0]"
8,252.50953561899786,5,2.466252565383911,340.21715646429334,252.50953561899786,"[0, 23, 21, 0, 5, 3, 7, 8, 6, 4, 1, 0, 20, 24, 25, 22, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 10, 11, 9, 2, 0]"
9,252.50953561899786,5,2.898284435272217,327.7808718053071,254.0342229916057,"[0, 23, 21, 0, 5, 3, 7, 8, 6, 4, 1, 0, 20, 24, 25, 22, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 10, 11, 9, 2, 0]"
10,231.86869793100925,4,3.2780017852783203,333.0540522854728,231.86869793100925,"[0, 5, 3, 7, 8, 9, 6, 4, 1, 0, 10, 11, 2, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 20, 24, 25, 23, 22, 21, 0]"
11,230.26120985933727,4,3.612558364868164,315.86425925503255,230.26120985933727,"[0, 10, 11, 9, 6, 4, 1, 0, 20, 24, 25, 23, 22, 21, 0, 5, 3, 7, 8, 2, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0]"
12,230.26120985933727,4,3.920167922973633,293.3005571922962,230.26120985933727,"[0, 10, 11, 9, 6, 4, 1, 0, 20, 24, 25, 23, 22, 21, 0, 5, 3, 7, 8, 2, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0]"
13,229.98109997005676,4,4.2656776905059814,287.22931262060064,229.98109997005676,"[0, 20, 24, 25, 23, 22, 21, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 5, 3, 7, 8, 6, 4, 1, 0, 10, 11, 9, 2, 0]"
14,229.98109997005676,4,4.586019039154053,288.31630759968596,231.86869793100925,"[0, 20, 24, 25, 23, 22, 21, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 5, 3, 7, 8, 6, 4, 1, 0, 10, 11, 9, 2, 0]"
15,229.98109997005676,4,4.877161026000977,279.57491281799355,229.9810999700568,"[0, 20, 24, 25, 23, 22, 21, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 5, 3, 7, 8, 6, 4, 1, 0, 10, 11, 9, 2, 0]"
16,229.98109997005673,4,5.133199214935303,277.9781178980468,229.98109997005673,"[0, 20, 24, 25, 23, 22, 21, 0, 5, 3, 7, 8, 6, 4, 1, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 10, 11, 9, 2, 0]"
17,226.47634211824328,4,5.443850755691528,259.43204105378106,226.47634211824328,"[0, 20, 24, 25, 23, 22, 21, 0, 10, 11, 9, 2, 1, 0, 5, 3, 7, 8, 6, 4, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0]"
